review_id,product_id,customer_id,rating,review_text,review_date,verified_purchase,helpful_votes,has_review_text
REV-5323,PROD-129,CUST-1167,2.0,"Average product, nothing special.",2023-07-06,False,34,True
REV-5324,PROD-124,CUST-1120,5.0,Best purchase I've made this year.,2024-11-03,False,7,True
REV-5325,PROD-101,CUST-1126,3.0,"Average product, nothing special.",2023-09-23,True,4,True
REV-5328,PROD-146,CUST-1046,1.0,"Great product, exactly what I needed!",2024-09-28,False,26,True
REV-5329,PROD-141,CUST-1154,3.0,"Arrived damaged, had to return.",2024-09-19,True,43,True
REV-5330,PROD-108,CUST-1097,3.0,,2023-09-23,False,42,False
REV-5331,PROD-107,CUST-1138,3.0,The color was different from the picture.,2024-08-14,False,26,True
REV-5332,PROD-116,CUST-1032,4.0,Best purchase I've made this year.,2024-08-05,True,32,True
REV-5333,PROD-133,CUST-1022,3.0,"Not as described, very disappointed.",2024-12-22,False,0,True
REV-5335,PROD-140,CUST-1130,2.0,Solid build quality.,2024-03-02,True,7,True
REV-5336,PROD-114,CUST-1043,5.0,,2023-06-10,True,46,False
REV-5337,PROD-131,CUST-1000,2.0,,2024-01-10,True,24,False
REV-5338,PROD-115,CUST-1000,3.0,"Five stars, absolutely amazing!",2023-06-05,False,7,True
REV-5339,PROD-116,CUST-1023,1.0,"Fast shipping, item works perfectly.",2025-01-14,False,31,True
REV-5341,PROD-146,CUST-1108,3.0,Perfect gift for my friend.,2024-12-12,True,3,True
REV-5342,PROD-101,CUST-1111,5.0,"Not as described, very disappointed.",2024-02-11,False,5,True
REV-5343,PROD-106,CUST-1177,5.0,Love this! Will buy again.,2024-06-13,True,19,True
REV-5344,PROD-109,CUST-1195,2.3,Waste of money.,2024-04-27,True,0,True
REV-5345,PROD-120,CUST-1103,4.0,"Fast shipping, item works perfectly.",2024-03-06,True,0,True
REV-5346,PROD-135,CUST-1180,2.0,Good value for money.,2023-10-21,True,8,True
REV-5347,PROD-141,CUST-1100,2.0,Love this! Will buy again.,2023-10-31,False,4,True
REV-5348,PROD-131,CUST-1163,3.0,Waste of money.,2024-06-02,True,14,True
REV-5349,PROD-122,CUST-1022,4.0,"Not as described, very disappointed.",2024-03-28,True,35,True
REV-5350,PROD-144,CUST-1175,3.0,Good value for money.,2023-09-27,True,20,True
REV-5351,PROD-122,CUST-1029,5.0,"Terrible quality, broke after a week.",2024-07-12,False,14,True
REV-5352,PROD-103,CUST-1032,3.0,Love this! Will buy again.,2023-08-27,True,1,True
REV-5354,PROD-134,CUST-1111,3.0,Would not recommend to anyone.,2024-08-13,True,46,True
REV-5355,PROD-102,CUST-1162,3.0,"Great product, exactly what I needed!",2024-01-11,False,21,True
REV-5356,PROD-115,CUST-1125,1.0,Perfect gift for my friend.,2024-04-12,False,26,True
REV-5358,PROD-132,CUST-1039,4.0,Perfect gift for my friend.,2024-07-14,False,39,True
REV-5359,PROD-128,CUST-1121,4.0,Good value for money.,2024-03-27,True,40,True
REV-5360,PROD-113,CUST-1027,3.0,The color was different from the picture.,2024-07-27,True,19,True
REV-5361,PROD-109,CUST-1185,2.0,Best purchase I've made this year.,2024-04-10,True,7,True
REV-5362,PROD-109,CUST-1041,1.0,"Five stars, absolutely amazing!",2024-05-30,True,0,True
REV-5363,PROD-125,CUST-1025,3.0,"Two stars at best, poor quality.",2023-10-05,False,34,True
REV-5364,PROD-135,CUST-1059,1.0,Easy to use and very durable.,2024-08-13,False,32,True
REV-5365,PROD-132,CUST-1005,2.0,Best purchase I've made this year.,2024-12-01,True,1,True
REV-5366,PROD-122,CUST-1079,1.0,Perfect gift for my friend.,2024-06-14,False,11,True
REV-5367,PROD-115,CUST-1013,1.0,Love this! Will buy again.,2024-07-16,True,0,True
REV-5368,PROD-115,CUST-1098,4.0,,2024-10-30,True,3,False
REV-5369,PROD-144,CUST-1140,2.0,"Two stars at best, poor quality.",2024-08-31,False,3,True
REV-5371,PROD-144,CUST-1011,4.0,"Not as described, very disappointed.",2024-07-29,True,9,True
REV-5372,PROD-148,CUST-1066,3.0,The color was different from the picture.,2024-11-01,False,21,True
REV-5373,PROD-123,CUST-1087,1.0,Love this! Will buy again.,2024-08-22,True,1,True
REV-5375,PROD-114,CUST-1027,4.0,"Arrived damaged, had to return.",2024-07-30,True,39,True
REV-5377,PROD-149,CUST-1027,4.8,"Great product, exactly what I needed!",2024-12-25,True,35,True
REV-5378,PROD-100,CUST-1043,5.0,The color was different from the picture.,2023-06-16,False,8,True
REV-5379,PROD-113,CUST-1098,4.0,Best purchase I've made this year.,2023-07-09,True,29,True
REV-5380,PROD-116,CUST-1174,4.0,Good value for money.,2024-08-27,True,7,True
REV-5381,PROD-115,CUST-1022,5.0,"Not as described, very disappointed.",2023-10-24,True,9,True
REV-5382,PROD-124,CUST-1055,1.0,"Terrible quality, broke after a week.",2023-06-10,True,50,True
REV-5383,PROD-110,CUST-1147,3.0,"Arrived damaged, had to return.",2024-01-14,True,14,True
REV-5384,PROD-101,CUST-1003,1.0,Would not recommend to anyone.,2023-08-16,True,23,True
REV-5385,PROD-104,CUST-1178,4.0,Would not recommend to anyone.,2024-07-02,False,39,True
REV-5386,PROD-121,CUST-1083,2.0,,2023-06-04,False,17,False
REV-5387,PROD-131,CUST-1108,4.0,"Not as described, very disappointed.",2025-01-20,False,35,True
REV-5388,PROD-121,CUST-1114,3.0,Easy to use and very durable.,2023-08-18,False,37,True
REV-5389,PROD-123,CUST-1066,5.0,"Terrible quality, broke after a week.",2024-06-05,False,14,True
REV-5390,PROD-146,CUST-1074,4.0,Stopped working after a month.,2024-03-29,True,29,True
REV-5391,PROD-129,CUST-1113,2.0,Solid build quality.,2023-08-06,False,0,True
REV-5392,PROD-132,CUST-1067,4.0,Customer service was unhelpful.,2024-06-28,True,48,True
REV-5393,PROD-114,CUST-1124,4.0,Would not recommend to anyone.,2023-09-09,True,0,True
REV-5394,PROD-111,CUST-1128,4.0,Solid build quality.,2024-04-04,True,10,True
REV-5395,PROD-136,CUST-1115,2.0,Love this! Will buy again.,2023-10-30,True,28,True
REV-5396,PROD-126,CUST-1174,4.0,Customer service was unhelpful.,2024-06-21,False,45,True
REV-5397,PROD-113,CUST-1091,3.0,Exceeded my expectations!,2023-10-20,True,32,True
REV-5399,PROD-111,CUST-1006,1.0,"Two stars at best, poor quality.",2024-05-21,True,36,True
REV-5401,PROD-126,CUST-1128,4.0,Solid build quality.,2024-09-28,False,22,True
REV-5402,PROD-116,CUST-1061,2.0,Love this! Will buy again.,2023-06-29,True,11,True
REV-5404,PROD-148,CUST-1125,1.0,"Average product, nothing special.",2023-10-02,True,10,True
REV-5405,PROD-139,CUST-1059,5.0,,2024-12-18,True,27,False
REV-5406,PROD-137,CUST-1145,1.4,"Great product, exactly what I needed!",2024-07-28,False,17,True
REV-5407,PROD-111,CUST-1006,4.0,Solid build quality.,2024-12-11,False,48,True
REV-5408,PROD-101,CUST-1114,2.0,"Terrible quality, broke after a week.",2023-12-16,False,2,True
REV-5410,PROD-128,CUST-1144,4.0,,2024-01-14,True,20,False
REV-5411,PROD-116,CUST-1083,1.0,"Two stars at best, poor quality.",2024-12-15,False,14,True
REV-5412,PROD-108,CUST-1040,4.0,"Not as described, very disappointed.",2023-08-29,True,41,True
REV-5413,PROD-103,CUST-1183,3.0,Best purchase I've made this year.,2024-08-14,False,29,True
REV-5414,PROD-110,CUST-1095,5.0,,2025-01-21,True,34,False
REV-5415,PROD-127,CUST-1005,3.0,"Arrived damaged, had to return.",2024-07-27,True,6,True
REV-5416,PROD-136,CUST-1060,2.0,Perfect gift for my friend.,2024-04-02,True,2,True
REV-5417,PROD-137,CUST-1001,2.0,Would not recommend to anyone.,2023-11-25,False,0,True
REV-5418,PROD-109,CUST-1158,3.0,Would not recommend to anyone.,2023-09-25,False,50,True
REV-5419,PROD-145,CUST-1072,1.0,Exceeded my expectations!,2024-12-25,False,49,True
REV-5420,PROD-115,CUST-1033,2.0,,2024-08-10,True,0,False
REV-5421,PROD-136,CUST-1192,5.0,"Average product, nothing special.",2024-03-02,False,0,True
REV-5422,PROD-149,CUST-1014,3.0,Would not recommend to anyone.,2023-10-16,False,4,True
REV-5424,PROD-121,CUST-1046,5.0,Good value for money.,2023-10-14,False,0,True
REV-5425,PROD-123,CUST-1081,2.0,Love this! Will buy again.,2024-09-27,True,6,True
REV-5426,PROD-109,CUST-1001,1.0,"Average product, nothing special.",2023-06-28,True,20,True
REV-5427,PROD-108,CUST-1180,3.0,Stopped working after a month.,2023-11-18,False,22,True
REV-5428,PROD-100,CUST-1184,3.0,"Not as described, very disappointed.",2024-01-01,False,19,True
REV-5429,PROD-115,CUST-1066,1.0,"Fast shipping, item works perfectly.",2023-10-22,False,16,True
REV-5430,PROD-108,CUST-1179,2.0,"Not as described, very disappointed.",2024-04-25,False,0,True
REV-5431,PROD-119,CUST-1162,5.0,"Five stars, absolutely amazing!",2024-10-17,False,15,True
REV-5432,PROD-148,CUST-1042,2.0,"Arrived damaged, had to return.",2023-07-29,True,17,True
REV-5433,PROD-103,CUST-1049,5.0,"Arrived damaged, had to return.",2024-11-25,True,20,True
REV-5434,PROD-144,CUST-1068,4.0,"Fast shipping, item works perfectly.",2024-11-02,False,23,True
REV-5435,PROD-119,CUST-1100,2.0,"Average product, nothing special.",2025-01-20,True,22,True
REV-5436,PROD-100,CUST-1043,1.0,The color was different from the picture.,2024-07-20,False,26,True
REV-5438,PROD-111,CUST-1155,5.0,Waste of money.,2023-06-14,True,44,True
REV-5439,PROD-128,CUST-1000,1.0,Easy to use and very durable.,2024-07-13,True,23,True
REV-5440,PROD-127,CUST-1012,4.0,Good value for money.,2023-08-16,False,23,True
REV-5441,PROD-148,CUST-1022,2.0,Would not recommend to anyone.,2023-09-04,True,44,True
REV-5442,PROD-102,CUST-1082,4.0,Best purchase I've made this year.,2023-07-09,False,47,True
REV-5443,PROD-126,CUST-1182,1.0,"Great product, exactly what I needed!",2024-11-20,True,14,True
REV-5444,PROD-129,CUST-1057,2.0,Exceeded my expectations!,2023-10-29,False,7,True
REV-5445,PROD-100,CUST-1183,5.0,Stopped working after a month.,2023-12-22,True,18,True
REV-5446,PROD-107,CUST-1122,2.0,"Terrible quality, broke after a week.",2024-06-05,True,13,True
REV-5447,PROD-116,CUST-1109,5.0,Customer service was unhelpful.,2024-03-11,False,6,True
REV-5448,PROD-132,CUST-1048,5.0,"Average product, nothing special.",2024-12-30,True,18,True
REV-5449,PROD-135,CUST-1056,2.0,Waste of money.,2023-11-20,False,32,True
REV-5450,PROD-124,CUST-1197,5.0,Would not recommend to anyone.,2024-03-27,True,8,True
REV-5451,PROD-126,CUST-1187,5.0,Good value for money.,2024-08-18,True,0,True
REV-5452,PROD-138,CUST-1044,3.0,Perfect gift for my friend.,2024-03-01,False,37,True
REV-5453,PROD-138,CUST-1122,1.0,Perfect gift for my friend.,2024-01-12,True,0,True
REV-5454,PROD-131,CUST-1067,4.0,Solid build quality.,2024-11-17,True,24,True
REV-5456,PROD-148,CUST-1168,2.0,Good value for money.,2024-06-11,True,33,True
REV-5457,PROD-147,CUST-1147,5.0,"Great product, exactly what I needed!",2023-11-18,True,2,True
REV-5458,PROD-144,CUST-1093,4.0,Waste of money.,2024-01-28,True,2,True
REV-5459,PROD-114,CUST-1101,2.0,Solid build quality.,2023-06-28,False,0,True
REV-5460,PROD-125,CUST-1188,4.0,Waste of money.,2023-12-05,False,41,True
REV-5461,PROD-117,CUST-1084,1.0,Easy to use and very durable.,2024-08-15,False,2,True
REV-5462,PROD-124,CUST-1178,4.0,"Two stars at best, poor quality.",2023-11-21,True,25,True
REV-5463,PROD-101,CUST-1146,3.0,"Not as described, very disappointed.",2024-04-05,False,0,True
REV-5464,PROD-141,CUST-1174,5.0,"Great product, exactly what I needed!",2024-07-16,True,11,True
REV-5465,PROD-103,CUST-1121,1.0,"Five stars, absolutely amazing!",2023-06-16,False,32,True
REV-5466,PROD-139,CUST-1143,1.0,Easy to use and very durable.,2023-10-01,False,14,True
REV-5467,PROD-129,CUST-1078,1.0,"Average product, nothing special.",2024-08-07,True,10,True
REV-5468,PROD-101,CUST-1172,2.0,Easy to use and very durable.,2023-08-29,True,40,True
REV-5469,PROD-138,CUST-1198,1.0,Waste of money.,2024-06-02,False,0,True
REV-5470,PROD-124,CUST-1094,5.0,"Two stars at best, poor quality.",2023-06-03,True,17,True
REV-5471,PROD-114,CUST-1178,5.0,Good value for money.,2023-07-26,False,7,True
REV-5472,PROD-126,CUST-1169,4.0,"Not as described, very disappointed.",2024-03-04,False,33,True
REV-5473,PROD-137,CUST-1197,1.0,"Fast shipping, item works perfectly.",2024-02-14,True,0,True
REV-5474,PROD-100,CUST-1105,2.0,"Terrible quality, broke after a week.",2023-11-07,False,13,True
REV-5475,PROD-101,CUST-1116,5.0,"Fast shipping, item works perfectly.",2023-08-07,True,26,True
REV-5476,PROD-135,CUST-1192,2.0,"Great product, exactly what I needed!",2024-04-30,False,32,True
REV-5477,PROD-142,CUST-1022,5.0,,2024-03-09,True,0,False
REV-5478,PROD-137,CUST-1103,1.0,"Great product, exactly what I needed!",2024-09-26,True,0,True
REV-5479,PROD-108,CUST-1107,1.0,Perfect gift for my friend.,2023-11-27,True,20,True
REV-5480,PROD-138,CUST-1001,4.0,"Great product, exactly what I needed!",2024-10-09,True,42,True
REV-5481,PROD-109,CUST-1023,3.0,"Fast shipping, item works perfectly.",2025-01-20,False,15,True
REV-5482,PROD-100,CUST-1063,2.0,Solid build quality.,2023-07-31,True,48,True
REV-5484,PROD-144,CUST-1062,5.0,Perfect gift for my friend.,2023-06-17,True,7,True
REV-5485,PROD-122,CUST-1105,5.0,Exceeded my expectations!,2024-07-14,True,2,True
REV-5486,PROD-124,CUST-1149,4.0,,2024-03-17,False,36,False
REV-5487,PROD-131,CUST-1065,2.0,Love this! Will buy again.,2023-07-22,True,26,True
REV-5488,PROD-136,CUST-1106,5.0,Solid build quality.,2024-06-28,False,11,True
REV-5490,PROD-148,CUST-1115,5.0,Stopped working after a month.,2024-10-20,True,0,True
REV-5491,PROD-107,CUST-1155,2.0,"Not as described, very disappointed.",2024-02-13,False,33,True
REV-5492,PROD-147,CUST-1007,2.0,,2023-06-11,False,3,False
REV-5493,PROD-141,CUST-1078,4.0,Would not recommend to anyone.,2023-08-08,True,46,True
REV-5494,PROD-136,CUST-1082,1.0,"Arrived damaged, had to return.",2024-10-20,False,37,True
REV-5495,PROD-139,CUST-1075,5.0,Easy to use and very durable.,2023-10-17,False,41,True
REV-5496,PROD-109,CUST-1109,5.0,"Not as described, very disappointed.",2024-08-10,False,35,True
REV-5497,PROD-139,CUST-1198,4.0,"Terrible quality, broke after a week.",2025-01-03,False,8,True
REV-5498,PROD-100,CUST-1025,3.5,Waste of money.,2024-07-23,False,30,True
REV-5499,PROD-109,CUST-1078,3.0,"Not as described, very disappointed.",2024-02-09,True,4,True
